v1economic,v2quality,v3risk,v4social_influence,v5gender,v6age,v7income,v8repurchase
-1.7192962490032395,0.3688932400561371,0.42447090874331855,0.4667543835317973,0.9306542885182361,0.7534980739351376,0.06069541612701632,-1.3180680666007605
-0.006421446671369366,1.1211971937245067,-0.16497838124484468,-0.7073883896562363,-0.9948373428988041,0.2766005587863164,0.06069541612701632,-1.3180680666007605
0.6246105088118593,-0.5065231667587439,0.39705545369116335,1.1417422613843402,0.9306542885182361,-0.6771944715113264,-0.5896126138053011,-0.8473058005680072
-0.27877949319752043,-1.028400798413538,1.0385326009560905,-0.4983560687611825,-0.9948373428988041,0.2766005587863164,-1.8902286736699359,-0.33037276405963584
0.43958154989134873,-0.008375737826411182,-0.3857673274779577,-0.8554930790068186,-0.9948373428988041,0.2766005587863164,0.7110034460593334,0.1883347852015377
0.17481284262115995,-2.0194836319152105,0.835996584440162,0.21760989230897332,0.9306542885182361,-0.200296956362505,-0.5896126138053011,0.6590970512342912
0.17481284262115995,0.7522807736616854,0.473404514230123,1.6007305022496099,0.9306542885182361,-0.6771944715113264,0.7110034460593334,0.6590970512342912
0.8931738857100292,-0.13851327805592972,-0.20294837561353388,1.3039811060615867,0.9306542885182361,0.2766005587863164,2.011619505923968,0.6590970512342912
-0.27877949319752043,-0.3917632714319596,1.2440404891297703,-2.286218593912655,-0.9948373428988041,-1.630989501808969,-1.8902286736699359,-3.3431784676642327
-0.7323718290162009,-0.13851327805592972,-0.20294837561353388,0.6289932282090437,0.9306542885182361,-0.6771944715113264,-1.8902286736699359,-1.836775615861934
0.44337621951932976,0.11564324668010723,1.5748269446775367,0.9930975545468991,0.9306542885182361,-0.200296956362505,0.06069541612701632,0.6590970512342912
-0.5473428700956903,-2.157973729964456,-0.3857673274779577,0.6289932282090437,0.9306542885182361,-0.6771944715113264,-0.5896126138053011,0.6590970512342912
-1.4545275417330508,-0.13851327805592972,1.754022172391366,-0.05296196573571837,0.9306542885182361,-1.630989501808969,-0.5896126138053011,0.14038950197311756
0.7119395964174996,0.9765885399522605,0.26308462284979134,0.8061930086679715,0.9306542885182361,0.7534980739351376,1.361311475991651,0.6590970512342912
-0.9971405362863894,-0.008375737826411182,0.3241485266776403,0.0751210728163599,0.9306542885182361,-0.6771944715113264,2.011619505923968,-0.8473058005680072
